0,MLS1,Major League Soccer,United States
1,623,New York Red Bulls,MLS1,60
2,47289,Luis Robles,1984-05-11,Fort Huachuca Arizona,United States,185,United States,Puerto Rico,GK,623,31,1130000
2,51444,Kyle Reynish,1983-11-03,Valencia California,United States,191,United States,N/A,GK,75,18,180000
2,245893,Matt Miazga,1995-07-19,Clifton New Jersey,United States,193,United States,Poland,CB,499,20,2700000
2,307887,Chris Duvall,1991-09-10,Duluth Georgia,United States,178,United States,N/A,RB,4078,25,720000
2,209845,Connor Lade,1989-11-16,Livingston New Jersey,United States,170,United States,N/A,RB,623,5,675000
2,36454,Roy Miller,1984-11-24,San José,Costa Rica,187,Costa Rica,N/A,CB,4291,7,360000
2,22645,Ronald Zubar,1985-09-20,Les Abymes,Guadeloupe,186,Guadeloupe,France,CB,515,23,225000
2,29068,Armando Lozano,1984-12-16,Motril,Spain,187,Spain,N/A,CB,16486,-1,180000
2,271649,Shawn McLaws,1993-09-03,Edmond Oklahoma,United States,177,United States,N/A,RB,38946,3,135000
2,51478,Ibrahim Sekagya,1980-12-19,Kampala,Uganda,185,Uganda,N/A,CB,123,-1,-1
2,90569,Jámison Olave,1981-04-21,Medellín,Colombia,191,Colombia,United States,CB,123,-1,-1
2,39479,Dax McCarty,1987-04-30,Winter Park Florida,United States,175,United States,N/A,CM,432,11,1580000
2,85012,Felipe Martins,1990-09-30,Engenheiro Beltrao,Brazil,173,Brazil,Italy,CM,623,8,810000
2,146031,Eric Alexander,1988-04-14,Portage Michigan,United States,185,United States,N/A,CM,9168,-1,540000
2,13556,Tim Cahill,1979-12-06,Sydney,Australia,180,Australia,Samoa,AM,1028,-1,450000
2,263295,Marius Obekop,1994-12-19,Yaounde,Cameroon,178,Cameroon,N/A,AM,21508,21,270000
2,253540,Ian Christianson,1991-03-06,Cedar Rapids Iowa,United States,180,United States,N/A,DM,515,-1,90000
2,354848,Manolo Sánchez,1991-11-10,Philadelphia Pennsylvania,United States,183,Puerto Rico,United States,LM,16885,17,68000
2,28813,Bradley Wright-Phillips,1985-03-12,London,England,173,England,Grenada,CF,623,99,1580000
2,12131,Lloyd Sam,1984-09-27,Leeds,England,173,Ghana,England,RW,2440,10,450000
2,58367,Saër Sène,1986-11-04,Saint-Germain-en-Laye,France,190,France,Senegal,CF,46681,-1,248000
2,3207,Thierry Henry,1977-08-17,Les Ulis,France,188,France,Guadeloupe,CF,123,-1,-1
2,213051,Ryan Meara,1990-11-15,Yonkers New York,United States,192,Ireland,United States,GK,623,-1,180000
2,253564,Santiago Castaño,1995-04-14,Queens New York,United States,187,United States,Colombia,GK,515,24,135000
2,288710,Kemar Lawrence,1992-09-17,Kingston,Jamaica,177,Jamaica,N/A,LB,623,92,1130000
2,184922,Ambroise Oyongo,1991-06-22,Ndikiniméki,Cameroon,176,Cameroon,N/A,LB,969,-1,675000
2,54326,Sal Zizzo,1987-04-03,San Diego Kalifornien,United States,180,United States,Italy,RB,51663,15,540000
2,184249,Karl Ouimette,1992-06-18,Repentigny Québec,Canada,185,Canada,France,CB,39148,22,248000
2,57540,Damien Perrinelle,1983-09-12,Suresnes,France,187,France,N/A,CB,75,55,225000
2,59667,Anthony Wallace,1989-01-26,Brooklyn New York,United States,180,United States,N/A,LB,38946,-1,158000
2,59545,Kosuke Kimura,1984-05-14,Kobe,Japan,175,Japan,N/A,RB,54753,-1,113000
2,73493,Richard Eckersley,1989-03-12,Salford,England,183,England,N/A,RB,123,-1,-1
2,212986,Andrew Jean-Baptiste,1992-06-16,Brooklyn New York,United States,189,Haiti,United States,CB,35385,35,-1
2,39475,Sacha Kljestan,1985-09-09,Huntington Beach Kalifornien,United States,185,United States,Serbia,AM,45604,16,1580000
2,271184,Sean Davis,1993-02-08,Long Branch New Jersey,United States,183,United States,N/A,CM,623,27,630000
2,103952,Mike Grella,1987-01-23,Glen Cove New York,United States,180,United States,Italy,LM,813,13,540000
2,192073,Rubén Bover,1992-06-24,Palma de Mallorca,Spain,178,Spain,N/A,CM,2804,-1,270000
2,51019,Dane Richards,1983-12-14,Montego Bay,Jamaica,170,Jamaica,N/A,RM,515,91,248000
2,268305,Eric Stevenson,1990-08-30,Columbus Ohio,United States,172,United States,N/A,RM,51772,-1,68000
2,81539,Leo Stolz,1991-02-15,München,Germany,181,Germany,N/A,DM,123,19,-1
2,133551,Gonzalo Verón,1989-12-24,Moreno,Argentina,178,Argentina,N/A,CF,1234,-1,540000
2,363264,Anatole Abang,1996-07-06,Yaoundé,Cameroon,188,Cameroon,N/A,CF,13499,9,405000
2,3467,Shaun Wright-Phillips,1981-10-25,London,England,166,England,Grenada,RW,33414,-1,90000
2,3916,Péguy Luyindula,1979-05-25,Kinshasa,Zaire,178,France,DR Congo,CF,123,-1,-1
1,813,Columbus Crew SC,MLS1,53
2,210682,Matt Lampson,1989-09-06,Cleveland Tennessee,United States,192,United States,N/A,GK,56089,-1,405000
2,300600,Brad Stuver,1991-04-16,Mayfield Ohio,United States,191,United States,N/A,GK,40058,41,135000
2,39897,Michael Parkhurst,1984-01-24,Providence Rhode Island,United States,180,United States,Ireland,CB,51663,4,630000
2,211587,Waylon Francis,1990-09-20,Puerto Limón,Costa Rica,177,Costa Rica,N/A,LB,9636,14,540000
2,78482,Hernán Grana,1985-04-12,Quilmes,Argentina,180,Argentina,N/A,RB,4557,-1,405000
2,1094,Emanuel Pogatetz,1983-01-16,Graz,Austria,191,Austria,N/A,CB,413,5,225000
2,353364,Sergio Campbell,1992-01-12,Clarendon,Jamaica,193,Jamaica,N/A,CB,3372,24,113000
2,179953,Eric Gehrig,1987-12-15,Harvey Illinois,United States,185,United States,N/A,RB,123,-1,-1
2,199559,Wil Trapp,1993-01-15,Gahanna Ohio,United States,173,United States,N/A,DM,813,20,900000
2,45612,Federico Higuaín,1984-10-25,Buenos Aires,Argentina,172,Argentina,N/A,AM,813,10,675000
2,90044,Kristinn Steindórsson,1990-04-29,Reykjavík,Iceland,172,Iceland,N/A,LM,1185,7,450000
2,336175,Ben Swanson,1997-07-18,Grove City Ohio ,United States,167,United States,N/A,DM,75,26,68000
2,212949,Ethan Finlay,1990-08-06,Duluth Minnesota,United States,174,United States,Canada,RW,56089,13,1130000
2,137162,Cedrick,1992-03-08,Kinshasa,Zaire,168,DR Congo,Spain,LW,515,-1,450000
2,131186,Jack McInerney,1992-08-05,Chattanooga Tennessee,United States,175,United States,N/A,CF,1061,-1,405000
