0,MEX1-2017,Liga MX Clausura,Mexico
1,1804,Deportivo Toluca,MEX1-2017,36
2,50965,Alfredo Talavera,1982-09-18,La Barca,Mexico,188,Mexico,N/A,GK,1804,1,1350000
2,88394,Miguel Centeno,1989-08-16,Toluca,Mexico,180,Mexico,N/A,GK,75,16,180000
2,90489,Santiago García,1988-07-08,Rosario,Argentina,191,Argentina,Spain,LB,1804,3,1800000
2,83330,Rodrigo Salinas,1988-05-09,Puebla,Mexico,180,Mexico,N/A,RB,1804,29,1620000
2,195809,Maximiliano Perg,1991-09-16,Paysandú,Uruguay,185,Uruguay,N/A,CB,75,4,720000
2,70837,Óscar Ricardo Rojas,1988-02-05,Mexiko-Stadt,Mexico,170,Mexico,N/A,RB,75,6,540000
2,233916,Carlos Calvo,1992-12-02,Mérida,Mexico,195,Mexico,N/A,CB,1804,33,360000
2,418139,Jesús García,1994-08-07,Navolato,Mexico,176,Mexico,N/A,RB,37670,-1,270000
2,401709,Fabián Monilla,1998-05-20,Concepción,Chile,182,Chile,N/A,CB,48004,27,180000
2,570547,Brian Rubio,1996-11-09,Guadalajara Jalisco,Mexico,186,Mexico,N/A,D,36581,-1,-1
2,302643,Leonel López,1994-05-24,Zacoalco,Mexico,175,Mexico,N/A,CM,4941,17,1350000
2,28099,Rodrigo López,1988-05-10,Guadalajara,Mexico,172,United States,Mexico,DM,33203,-1,450000
2,320246,Jorge Sartiaguín,1993-08-24,San Blas,Mexico,172,Mexico,N/A,DM,6709,28,270000
2,353264,Iván Zamora,1996-01-11,Toluca,Mexico,168,Mexico,N/A,CM,6709,32,180000
2,119030,Fernando Uribe,1988-01-01,Pereira,Colombia,182,Colombia,N/A,CF,614,20,2520000
2,282265,Enrique Triverio,1988-12-31,Aldao,Argentina,183,Argentina,N/A,CF,1804,-1,1620000
2,54845,Gabriel Hauche,1986-11-27,Remedios de Escalada,Argentina,168,Argentina,N/A,CF,2350,7,1080000
2,247672,Rodrigo Gómez,1993-01-02,Santa Fe,Argentina,168,Argentina,N/A,RW,7097,-1,900000
2,352890,Mateus,1994-09-28,Belo Horizonte,Brazil,172,Brazil,N/A,LW,8718,-1,720000
2,53829,Ángel Reyna,1984-09-19,Mexiko-Stadt,Mexico,169,Mexico,N/A,SS,33203,10,630000
2,236710,Luis García,1992-12-31,Talpa de Allende,Mexico,183,Mexico,N/A,GK,1804,22,630000
2,427267,Ramón Pasquel,1996-06-22,Mexico City,Mexico,181,Mexico,N/A,GK,1804,12,90000
2,356099,Cristian Borja,1993-02-18,N/A,N/A,180,Colombia,N/A,LB,1804,26,1800000
2,51044,Efraín Velarde,1986-04-18,Mexico City,Mexico,173,Mexico,N/A,LB,5623,-1,1350000
2,76391,Osvaldo González,1984-08-10,Concepción,Chile,183,Chile,N/A,CB,1804,5,720000
2,334091,Aldo Benítez,1996-01-30,Toluca,Mexico,169,Mexico,N/A,LB,21368,13,360000
2,298676,Juan Delgadillo,1993-09-02,San Mateo Atenco,Mexico,178,Mexico,N/A,CB,75,35,360000
2,348202,Ricardo Cruz,1997-08-30,Manzanillo,Mexico,173,Mexico,N/A,D,36581,-1,180000
2,553852,Andy García,1995-08-01,New Mexico,United States,181,Mexico,United States,D,63125,34,180000
2,103402,Antonio Ríos,1988-10-24,Arcelia,Mexico,172,Mexico,N/A,DM,1804,15,2250000
2,26268,Rubens Sambueza,1984-01-01,Neuquén,Argentina,174,Argentina,Mexico,LM,1804,14,1080000
2,26247,Jesús Méndez,1984-08-01,San Rafael,Argentina,179,Argentina,N/A,CM,1029,-1,315000
2,448414,Alan Medina,1997-08-19,Culiacán,Mexico,182,Mexico,N/A,CM,1804,30,180000
2,560451,Diego González,1996-05-14,Tequila,Mexico,183,Mexico,N/A,M,36581,-1,-1
2,227404,Luis Quiñones,1991-06-26,Cali,Colombia,178,Colombia,N/A,LW,1804,23,2250000
2,249789,Alexis Canelo,1992-02-03,San Miguel de Tucumán,Argentina,178,Argentina,N/A,CF,1804,25,1620000
2,19946,Pablo Barrientos,1985-01-17,Comodoro Rivadavia,Argentina,176,Argentina,N/A,RW,1804,24,1080000
2,52991,Carlos Esquivel,1982-04-10,Tlalpujahua,Mexico,174,Mexico,N/A,RW,5138,-1,720000
