0,L1-2018,Bundesliga,Germany
2,389079,Jan Boller,2000-03-14,Siegen,Germany,185,N/A,N/A,CB,15,33,180000
2,30059,Lars Bender,1989-04-27,Rosenheim,Germany,185,N/A,N/A,DM,15,8,13500000
2,118847,Dominik Kohr,1994-01-31,Trier,Germany,183,N/A,N/A,CM,15,21,4500000
2,335100,Sam Schreck,1999-01-29,Pinneberg,Germany,180,N/A,N/A,AM,15,30,315000
2,387626,Leon Bailey,1997-08-09,Kingston,Jamaica,178,N/A,N/A,LW,15,9,31500000
2,428791,Paulinho,2000-07-15,Rio de Janeiro,Brazil,177,N/A,N/A,LW,15,7,15300000
2,61087,Karim Bellarabi,1990-04-08,Berlin,Germany,184,N/A,N/A,RW,15,38,13500000
2,173491,Joel Pohjanpalo,1994-09-13,Helsinki,Finland,184,N/A,N/A,CF,15,17,1350000
2,16498,Ramazan Özcan,1984-06-28,Hohenems,Austria,187,N/A,N/A,GK,15,28,360000
2,320954,Tomasz Kucz,1999-07-06,Warszawa,Poland,185,N/A,N/A,GK,4529,-1,180000
2,202591,Benjamin Henrichs,1997-02-23,Bocholt,Germany,183,N/A,N/A,RB,162,-1,18000000
2,324351,Panagiotis Retsos,1998-08-09,Johannesburg,South Africa,186,N/A,N/A,CB,15,3,13500000
2,119211,Mitchell Weiser,1994-04-21,Troisdorf,Germany,177,N/A,N/A,RB,15,23,10800000
2,206386,Tin Jedvaj,1995-11-28,Zagreb,Croatia,184,N/A,N/A,CB,15,16,6750000
2,309400,Kai Havertz,1999-06-11,Aachen,Germany,188,N/A,N/A,AM,15,29,58500000
2,89701,Charles Aránguiz,1989-04-17,Puente Alto,Chile,171,N/A,N/A,CM,15,20,13500000
2,34787,Julian Baumgartlinger,1988-01-02,Salzburg,Austria,184,N/A,N/A,DM,15,15,3600000
2,187492,Julian Brandt,1996-05-02,Bremen,Germany,186,N/A,N/A,LW,15,10,40500000
2,82009,Kevin Volland,1992-07-30,Marktoberdorf,Germany,179,N/A,N/A,CF,15,31,22500000
2,193782,Lucas Alario,1992-10-08,Tostado,Argentina,184,N/A,N/A,CF,15,13,15300000
2,201311,Isaac Kiese Thelin,1992-06-24,Örebro,Sweden,189,N/A,N/A,CF,15,11,2700000
1,82,VfL Wolfsburg,L1-2018,39
2,108880,Koen Casteels,1992-06-25,Bonheiden,Belgium,197,N/A,N/A,GK,82,1,11700000
2,284346,Phillip Menzel,1998-08-18,Kiel,Germany,192,N/A,N/A,GK,82,36,135000
2,124732,John Anthony Brooks,1993-01-28,Berlin,Germany,193,N/A,N/A,CB,82,25,13500000
2,94201,Robin Knoche,1992-05-22,Braunschweig,Germany,190,N/A,N/A,CB,82,31,5400000
2,170463,Marcel Tisserand,1993-01-10,Meaux,France,190,N/A,N/A,CB,82,32,4050000
2,296378,Gian-Luca Itter,1999-01-05,Gießen,Germany,185,N/A,N/A,LB,82,35,1800000
2,49730,Sebastian Jung,1990-06-22,Königstein,Germany,179,N/A,N/A,RB,82,24,450000
2,117674,Maximilian Arnold,1994-05-27,Riesa,Germany,184,N/A,N/A,CM,82,27,9900000
2,85352,Yunus Malli,1992-02-24,Kassel,Germany,179,N/A,N/A,AM,82,10,6750000
2,280575,Elvis Rexhbecaj,1997-11-01,Gjonaj Prizren,Yugoslavia (Republic),182,N/A,N/A,CM,82,37,3150000
2,228645,Wout Weghorst,1992-08-07,Borne,Netherlands,197,N/A,N/A,CF,82,9,15300000
2,79501,Daniel Ginczek,1991-04-13,Arnsberg,Germany,191,N/A,N/A,CF,82,33,10800000
2,194638,Renato Steffen,1991-11-03,Aarau,Switzerland,170,N/A,N/A,RW,82,8,3600000
2,148955,Paul-Georges Ntep,1992-07-29,Douala,Cameroon,180,N/A,N/A,LW,82,21,1350000
2,439914,John Yeboah,2000-06-23,Hamburg,Germany,170,N/A,N/A,LW,5343,29,720000
2,51977,Pavao Pervan,1987-11-13,Livno,Jugoslawien (SFR),194,N/A,N/A,GK,82,12,540000
2,127076,Jérôme Roussillon,1993-01-06,Sarcelles,France,175,N/A,N/A,LB,82,15,13500000
2,341710,William,1995-04-03,Pelotas,Brazil,176,N/A,N/A,RB,82,2,5400000
2,278343,Felix Uduokhai,1997-09-09,Annaberg-Buchholz,Germany,192,N/A,N/A,CB,82,17,4050000
2,88721,Jeffrey Bruma,1991-11-13,Rotterdam,Netherlands,189,N/A,N/A,CB,33,-1,2700000
2,18021,Paul Verhaegh,1983-09-01,Sevenum,Netherlands,178,N/A,N/A,RB,82,3,675000
2,58874,Ignacio Camacho,1990-05-04,Zaragoza,Spain,182,N/A,N/A,DM,82,4,11700000
2,119277,Yannick Gerhardt,1994-03-13,Würselen,Germany,184,N/A,N/A,CM,82,13,7650000
2,93704,Josuha Guilavogui,1990-09-19,Toulon,France,188,N/A,N/A,DM,82,23,6300000
2,29835,Jakub Blaszczykowski,1985-12-14,Truskolasy,Poland,176,N/A,N/A,RM,422,-1,900000
2,293169,Josip Brekalo,1998-06-23,Zagreb,Croatia,180,N/A,N/A,LW,82,7,10800000
2,66058,Admir Mehmedi,1991-03-16,Gostivar,Jugoslawien (SFR),183,N/A,N/A,SS,82,14,7200000
2,89591,Felix Klaus,1992-09-13,Osnabrück,Germany,179,N/A,N/A,RW,82,11,2250000
2,289507,Ismail Azzaoui,1998-01-06,Brussel,Belgium,177,N/A,N/A,RW,82,38,765000
2,196421,Marvin Stefaniak,1995-02-03,Hoyerswerda,Germany,178,N/A,N/A,LW,82,34,450000
1,44,Hertha BSC,L1-2018,35
2,24112,Rune Jarstein,1984-09-29,Porsgrunn,Norway,192,N/A,N/A,GK,44,22,1800000
2,196382,Marius Gersbeck,1995-06-20,Berlin,Germany,187,N/A,N/A,GK,44,35,315000
2,334992,Jonathan Klinsmann,1997-04-08,München,Germany,194,N/A,N/A,GK,44,33,135000
2,182579,Karim Rekik,1994-12-02,Den Haag,Netherlands,186,N/A,N/A,CB,44,4,13500000
2,227110,Jordan Torunarigha,1997-08-07,Chemnitz,Germany,191,N/A,N/A,CB,44,25,9000000
2,241457,Derrick Luckassen,1995-07-03,Amsterdam,Netherlands,186,N/A,N/A,CB,44,31,3150000
2,51100,Peter Pekarik,1986-10-30,Žilina,CSSR,177,N/A,N/A,RB,44,2,900000
2,296363,Panzu Ernesto,1999-04-03,Berlin,Germany,180,N/A,N/A,CB,45,-1,45000
2,222813,Marko Grujic,1996-04-13,Belgrad,Yugoslavia (Republic),191,N/A,N/A,CM,44,15,16200000
2,232418,Ondrej Duda,1994-12-05,Snina,Slovakia,181,N/A,N/A,AM,44,10,13500000
2,18918,Per Ciljan Skjelbred,1987-06-16,Trondheim Sör-Tröndelag,Norway,175,N/A,N/A,CM,44,3,2700000
2,317735,Julius Kade,1999-05-20,Berlin,Germany,184,N/A,N/A,AM,44,30,360000
2,315125,Javairô Dilrosun,1998-06-22,Amsterdam,Netherlands,175,N/A,N/A,LW,44,16,10800000
