0,DK1-2017,Alka Superligaen,Denmark
1,206,Bröndby IF,DK1-2017,60
2,107775,Frederik Rönnow,1992-08-04,Horsens,Denmark,190,Denmark,N/A,GK,24,1,2700000
2,293271,Viktor Anker,1998-01-10,N/A,N/A,194,Denmark,N/A,GK,22110,30,45000
2,140678,Johan Larsson,1990-05-05,Kinna,Sweden,182,Sweden,N/A,RB,206,13,1580000
2,116272,Benedikt Röcker,1989-11-19,Bietigheim-Bissingen,Germany,197,Germany,N/A,CB,206,4,720000
2,47772,Paulus Arajuuri,1988-06-15,Helsinki,Finland,193,Finland,N/A,CB,206,23,720000
2,224892,Gregor Sikosek,1994-02-13,Brežice,Slovenia,176,Slovenia,N/A,LB,6248,-1,270000
2,303442,Gregers Arndal-Lauritzen,1998-05-03,N/A,N/A,188,Denmark,N/A,LB,206,-1,180000
2,345576,Christian Enemark,1999-01-20,N/A,N/A,183,Denmark,N/A,CB,23297,28,90000
2,192985,Simon Tibbling,1994-09-07,Stockholm,Sweden,175,Sweden,N/A,CM,206,12,2250000
2,148376,Lasse Vigen,1994-08-15,Esbjerg,Denmark,180,Denmark,N/A,CM,206,21,1130000
2,152241,Besar Halimi,1994-12-12,Frankfurt am Main,Germany,169,Kosovo,Germany,AM,206,18,630000
2,405501,Filip Blažek,1998-03-11,Skali,N/A,187,Slovakia,N/A,DM,206,26,135000
2,46972,Teemu Pukki,1990-03-29,Kotka,Finland,180,Finland,N/A,CF,1123,9,1800000
2,218299,Jan Kliment,1993-09-01,Jihlava,Czech Republic,185,Czech Republic,Slovakia,CF,102,29,540000
2,345748,Andreas Bruus,1999-01-16,N/A,N/A,184,Denmark,N/A,CF,1842,17,135000
2,59800,Benjamin Bellot,1990-07-30,Leipzig,DDR,185,Germany,N/A,GK,206,16,135000
2,345575,Casper Hauervig,1999-04-03,N/A,N/A,192,Denmark,N/A,GK,206,40,45000
2,58995,Anthony Jung,1991-11-03,Villajoyosa,Spain,186,Germany,Spain,LB,206,3,720000
2,187147,Hjörtur Hermannsson,1995-02-08,Reykjavík,Iceland,190,Iceland,N/A,CB,206,6,720000
2,167794,Svenn Crone,1995-05-20,N/A,N/A,182,Denmark,N/A,RB,1177,27,360000
2,407021,Mads Juel Andersen,1997-12-27,N/A,N/A,194,Denmark,N/A,CB,2414,-1,225000
2,277236,Joel Kabongo,1998-04-05,N/A,N/A,192,Denmark,Zambia,CB,206,24,135000
2,146155,Hany Mukhtar,1995-03-21,Berlin,Germany,173,Germany,Sudan,AM,206,10,3150000
2,148367,Christian Nörgaard,1994-03-10,Kopenhagen,Denmark,187,Denmark,N/A,DM,430,19,1800000
2,50691,Kasper Fisker,1988-05-22,N/A,N/A,169,Denmark,N/A,CM,206,8,630000
2,199268,Zsolt Kalmár,1995-06-09,Győr,Hungary,185,Hungary,N/A,AM,4529,-1,608000
2,503871,Morten Frendrup,2001-04-07,Holbæk,Denmark,178,Denmark,N/A,DM,206,-1,-1
2,78590,Kamil Wilczek,1988-01-24,Wodzislaw Slaski,Poland,185,Poland,N/A,CF,206,20,900000
2,68983,Kevin Mensah,1991-05-15,Viborg,Denmark,173,Denmark,Ghana,SS,206,14,270000
1,865,FC Midtjylland,DK1-2017,60
2,22860,Jesper Hansen,1985-03-31,Slangerup,Denmark,188,Denmark,N/A,GK,865,1,450000
2,99894,Michael Falkesgaard,1991-04-09,Kastrup,Denmark,191,Philippines,Denmark,GK,25445,-1,225000
2,292366,Bubacarr Sanneh,1994-11-14,Serrekunda,The Gambia,183,The Gambia,N/A,CB,58,25,5400000
2,369684,Rasmus Kristensen,1997-07-11,Brande,Denmark,186,Denmark,N/A,RB,610,-1,2700000
2,48907,Erik Sviatchenko,1991-10-04,Viborg,Denmark,185,Denmark,Ukraine,CB,865,28,1800000
2,126610,Marc Dal Hende,1990-11-06,Dragør,Denmark,179,Denmark,N/A,LB,865,5,810000
2,281252,Mads Thychosen,1997-06-27,Velje,Denmark,178,Denmark,N/A,RB,865,24,360000
2,283225,Alexander Munksgaard,1997-12-13,N/A,N/A,181,Denmark,N/A,RB,865,13,270000
2,283227,Rasmus Nicolaisen,1997-03-16,N/A,N/A,191,Denmark,N/A,CB,865,20,180000
2,20861,Jakob Poulsen,1983-07-07,Varde,Denmark,181,Denmark,N/A,CM,865,7,450000
2,218085,André Römer,1993-07-18,N/A,N/A,186,Denmark,N/A,DM,5724,-1,360000
2,293607,Bozhidar Kraev,1997-06-23,Vratsa ,Bulgaria,183,Bulgaria,N/A,AM,865,15,315000
2,4192,Rafael van der Vaart,1983-02-11,Heemskerk,Netherlands,176,Netherlands,N/A,AM,3426,8,180000
2,403692,Victor Torp,1999-07-30,N/A,N/A,178,Denmark,N/A,CM,5776,-1,-1
2,471145,Michael Baidoo,1999-05-14,N/A,N/A,174,Ghana,N/A,CM,5776,-1,-1
2,320265,Mikkel Duelund,1997-06-29,Aarhus,Denmark,180,Denmark,N/A,LW,338,22,1350000
2,180767,Gustav Wikheim,1993-03-18,Drammen,Norway,182,Norway,N/A,LW,865,88,1130000
2,343537,Artem Dovbyk,1997-06-21,Cherkasy,Ukraine,185,Ukraine,N/A,CF,865,26,315000
2,77714,Bill Hamid,1990-11-25,Annandale Virginia,United States,191,United States,Sierra Leone,GK,2440,16,450000
2,400708,Oliver Ottesen,1998-08-22,Roskilde,Denmark,183,Denmark,N/A,GK,865,30,90000
2,345746,Andreas Poulsen,1999-10-13,Ikast,Denmark,188,Denmark,N/A,LB,18,40,3600000
2,107665,Filip Novak,1990-06-26,Přerov,CSSR,184,Czech Republic,N/A,LB,449,-1,1800000
2,91469,Kian Hansen,1989-03-03,Grindsted,Denmark,184,Denmark,N/A,CB,865,2,1130000
2,69059,Zsolt Korcsmár,1989-01-09,Komló,Hungary,189,Hungary,N/A,CB,865,4,630000
2,288436,Kristian Dirks Riis,1997-02-17,N/A,N/A,189,Denmark,N/A,CB,3426,-1,315000
2,37293,Markus Halsti,1984-03-19,Helsinki,Finland,185,Finland,N/A,CB,3426,6,180000
2,50580,Janus Drachmann,1988-05-11,N/A,N/A,179,Denmark,N/A,DM,173,9,540000
2,189989,Simon Kroon,1993-06-16,N/A,N/A,183,Sweden,N/A,RM,9614,-1,360000
2,13258,Tim Sparv,1987-02-20,Oravais,Finland,194,Finland,N/A,DM,865,3,360000
2,22479,Jonas Borring,1985-01-04,N/A,N/A,193,Denmark,N/A,LM,2414,-1,270000
2,322989,Kaan Kairinen,1998-12-22,Turku,Finland,186,Finland,N/A,CM,8042,21,135000
2,464599,Nicolas Madsen,2000-03-17,N/A,N/A,-1,Denmark,N/A,CM,9054,-1,-1
2,238407,Alexander Sörloth,1995-12-05,Trondheim,Norway,195,Norway,N/A,CF,873,-1,6300000
2,272855,Paul Onuachu,1994-05-28,Owerri,Nigeria,201,Nigeria,N/A,CF,865,33,1350000
2,421637,Frank Onyeka,1998-01-01,N/A,N/A,183,Nigeria,N/A,CF,865,38,720000
2,140446,Rilwan Hassan,1991-02-09,Lagos,Nigeria,172,Nigeria,N/A,RW,865,36,315000
1,2778,FC Nordsjaelland,DK1-2017,50
2,205657,Rúnar Alex Rúnarsson,1995-02-18,Reykjavík,Iceland,186,Iceland,N/A,GK,2969,1,2250000
2,395421,Peter Vindahl Jensen,1998-02-16,N/A,N/A,194,Denmark,N/A,GK,2778,28,45000
2,422951,Victor Nelsson,1998-10-14,N/A,N/A,-1,Denmark,N/A,CB,2778,4,630000
2,253206,Andreas Maxsö,1994-03-18,Hvidovre,Denmark,190,Denmark,N/A,CB,260,-1,450000
2,108468,Benjamin Hansen,1994-02-07,N/A,N/A,-1,Denmark,N/A,CB,2778,16,360000
2,345595,Viktor Tranberg,1997-02-26,N/A,N/A,190,Denmark,N/A,CB,1056,32,270000
2,451801,Abdul Mumin,1998-06-06,N/A,N/A,-1,Ghana,N/A,CB,2778,-1,180000
2,19058,Patrick Mtiliga,1981-01-28,Kopenhagen,Denmark,171,Denmark,N/A,LB,123,-1,-1
2,319859,Mathias Jensen,1996-01-01,N/A,N/A,180,Denmark,N/A,CM,940,10,4500000
2,540941,Mikkel Damsgaard,2000-07-03,N/A,N/A,-1,Denmark,N/A,AM,2778,27,360000
2,186064,Lasse Petry,1992-09-19,Smørumnedre,Denmark,172,Denmark,N/A,CM,369,6,225000
2,345589,Nicklas Strunck Jakobsen,1999-08-17,N/A,N/A,-1,Denmark,N/A,CM,2778,19,180000
2,422939,Frederik Juul Christensen,2000-01-19,N/A,N/A,-1,Denmark,N/A,DM,14355,-1,-1
2,45622,Ernest Asante,1988-11-06,Sunyani,Ghana,171,Ghana,N/A,RW,2524,12,720000
2,51349,Mikkel Rygaard Jensen,1990-12-25,N/A,N/A,176,Denmark,N/A,CF,2778,7,450000
2,542776,Jonathan Amon,1999-04-30,Summerville South Carolina,United States,-1,United States,N/A,LW,2778,24,270000
2,400550,Nikolai Baden Frederiksen,2000-05-18,N/A,N/A,180,Denmark,N/A,CF,11008,29,225000
2,432982,Andreas Skov Olsen,1999-12-29,Hillerød,Denmark,187,Denmark,N/A,RW,2778,-1,90000
